id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45319306,1 Bedroom Apartment near Jurong East MRT Singapore,238891646,Neha,West Region,Jurong East,1.3354,103.74302,Entire home/apt,300,30,0,,,90,364,0,Authorised Serviced Apartment
45440615,"Braddell View - Queen's Rm - Pool & Gym, 3 Mrts",73457822,Kingston,Central Region,Toa Payoh,1.33896,103.84203,Private room,59,92,5,2021-09-09,0.33,3,365,3,
45455628,Spectacular Spacious Studio 0402A,225666624,,Central Region,Bukit Merah,1.28375,103.83207,Entire home/apt,250,92,0,,,6,365,0,
45474205,Centrally located 2 bedroom apartment at Bishan St,238891646,Neha,Central Region,Bishan,1.35148,103.85201,Entire home/apt,250,90,0,,,90,364,0,Authorised Serviced Apartment
45474953,Elegant 1 bedroom at Novena,238891646,Neha,Central Region,Novena,1.31681,103.84136,Entire home/apt,388,6,1,2020-12-02,0.06,90,364,0,Authorised Serviced Apartment
45491502,"1 Bedroom apartment at Shenton Way, Singapore",238891646,Neha,Central Region,Downtown Core,1.2731,103.84636,Entire home/apt,175,90,0,,,90,364,0,Authorised Serviced Apartment
45524524,EXQUISITE 3BR SUITE W/D TERRACE@SENTOSA ISLAND,138649185,Fiona,Central Region,Southern Islands,1.24826,103.82401,Entire home/apt,4000,92,0,,,223,364,0,
45525137,"Spottiswoode! 2 Bed, 2 Bath, with park view",141289689,Alan,Central Region,Bukit Merah,1.27592,103.83851,Entire home/apt,136,92,0,,,1,141,0,
45533359,3 Capsule Beds in Mixed Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30629,103.8553,Shared room,165,1,0,,,8,42,0,S0461
45533430,2 Capsule Beds in Mixed Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30735,103.85541,Shared room,110,1,0,,,8,42,0,S0461
45533543,1 Capsule Bed in Mixed Room,362056100,K2 Guesthouse,Central Region,Rochor,1.3073,103.85728,Shared room,55,1,1,2020-11-11,0.06,8,34,0,S0461
45533575,4 Capsule Beds in Female Only Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30587,103.85739,Shared room,220,1,0,,,8,42,0,S0461
45533686,3 Capsule Beds in Female Only Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30704,103.85544,Shared room,165,1,0,,,8,42,0,S0461
45533881,1 Capsule Bed for Female Only Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30604,103.85719,Shared room,55,92,0,,,8,34,0,S0399
45533882,2 Capsule Beds for Female Only Room,362056100,K2 Guesthouse,Central Region,Rochor,1.30596,103.85688,Shared room,110,1,0,,,8,42,0,S0461
45537334,Superior Studio Apartment with Queen Bed,119530352,Oakwood Studios,Central Region,Orchard,1.30754,103.83519,Entire home/apt,420,6,1,2021-02-04,0.07,4,247,0,Authorised Serviced Apartment
45549184,Common rooms are available at TRE RESIDENCES,368801033,Jo,Central Region,Geylang,1.31809,103.88386,Private room,53,92,1,2021-12-17,0.29,1,365,1,
45626850,Family studio at Outram Park at best price,238891646,Neha,Central Region,Bukit Merah,1.27498,103.83238,Entire home/apt,290,6,0,,,90,364,0,Authorised Serviced Apartment
45662807,Humble & Conveniently Located 1BR in Katong Area,66406177,Jay,Central Region,Marine Parade,1.3055,103.89933,Entire home/apt,103,92,3,2022-03-14,0.19,138,286,2,
45680876,HighFloor View City/ChinaT +LivingRm (Not Tourist),201775246,Hillary,Central Region,Outram,1.28516,103.84196,Private room,69,92,1,2020-10-04,0.06,38,331,0,
45705715,Homely 2 bedroom apartment at Thomson road,238891646,Neha,Central Region,Novena,1.31714,103.84355,Entire home/apt,475,3,0,,,90,364,0,Authorised Serviced Apartment
45749682,Private Room in Corner Terrace with Pool,32095639,Maria,East Region,Bedok,1.32213,103.90868,Private room,60,92,0,,,1,0,0,
45771807,Budget Huge Room for 4-6pax,1725521,Benny,Central Region,Geylang,1.31193,103.88441,Private room,79,92,1,2021-04-30,0.09,9,365,1,
45772597,Citadines Rochor - Studio Twin,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30398,103.85052,Private room,252,1,0,,,6,365,0,L0093
45773295,Citadines Rochor - Studio,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30611,103.85242,Private room,252,1,0,,,6,365,0,L0093
45773404,Citadines Rochor - Studio Executive,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30392,103.85187,Private room,275,1,0,,,6,365,0,L0093
45773494,Citadines Rochor - Studio Premier,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30617,103.85044,Private room,299,1,0,,,6,364,0,L0093
45773595,Citadines Rochor - 1 Bedroom Deluxe Loft,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30406,103.85165,Private room,311,1,0,,,6,360,0,L0093
45773596,D'HOTEL Singapore - Premier Room,366300043,D'Hotel,Central Region,Bukit Merah,1.2835,103.83403,Private room,319,92,0,,,5,319,0,
45773723,Citadines Rochor - 1 Bedroom Premier,364762896,Ming Sheng From Citadines Rochor,Central Region,Rochor,1.30603,103.8507,Private room,346,1,0,,,6,359,0,L0093
45777993,OPEN PLAN STUDIO@5-MINS TO ORCHARD/CITY HALL,138649185,Fiona,Central Region,River Valley,1.29673,103.83746,Entire home/apt,255,6,0,,,223,364,0,Authorised Serviced Apartment
45778518,"400sq.ft., 1-BR CLOSE TO ORCHARD RD/CITY HALL",138649185,Fiona,Central Region,River Valley,1.296,103.83673,Entire home/apt,265,6,0,,,223,364,0,Authorised Serviced Apartment
45779393,"SPARKLING 1-BR, MINS TO ORCHARD, Singapore",138649185,Fiona,Central Region,River Valley,1.29651,103.83883,Entire home/apt,305,6,2,2021-12-19,0.44,223,364,2,Authorised Serviced Apartment
45781348,New Spacious MasterRoom @ East Coast Road,43009711,Aaron,East Region,Bedok,1.30758,103.91344,Private room,40,92,0,,,1,0,0,
45802963,D'HOTEL Singapore - Studio with Balcony,366300043,D'Hotel,Central Region,Bukit Merah,1.28519,103.83427,Private room,296,92,0,,,5,341,0,
45803322,D'HOTEL Singapore - Executive Room,366300043,D'Hotel,Central Region,Bukit Merah,1.28471,103.83391,Private room,237,92,0,,,5,362,0,
45803343,D'HOTEL Singapore - Deluxe Room,366300043,D'Hotel,Central Region,Bukit Merah,1.28332,103.83424,Private room,201,92,0,,,5,358,0,
45804462,D'HOTEL Singapore - Executive Suite,366300043,D'Hotel,Central Region,Bukit Merah,1.2849,103.83387,Private room,366,92,0,,,5,356,0,
45808942,"2BR@ORCHARD/CITY HALL, FAMILY & PETS FRIENDLY",138649185,Fiona,Central Region,River Valley,1.29617,103.83664,Entire home/apt,350,6,0,,,223,354,0,Authorised Serviced Apartment
45809564,"2BR@ORCHARD/CITY HALL, FAMILY & PETS FRIENDLY.",156409670,Tia,Central Region,River Valley,1.29656,103.83717,Entire home/apt,350,6,0,,,190,364,0,Authorised Serviced Apartment
45835431,Spacious 3BR Apartment near Far East Plaza,242442283,Angie,Central Region,Newton,1.30617,103.83466,Entire home/apt,241,90,0,,,1,86,0,Authorised Serviced Apartment
45839899,Standard cozy 2 Bedroom apartment near MRT,188478841,Lilu,Central Region,Novena,1.32653,103.84858,Entire home/apt,120,92,2,2021-11-03,0.20,1,64,2,
45854835,Comfy Room Suite/Wifi @ Orchard/Somerset Area,10248444,Binh Chan,Central Region,River Valley,1.29654,103.83917,Private room,91,2,17,2021-11-09,0.99,26,301,10,Authorised Serviced Apartment
45855332,OPEN PLAN STUDIO@5-MINS TO ORCHARD/CITY HALL.,156409670,Tia,Central Region,River Valley,1.29466,103.83664,Entire home/apt,252,6,0,,,190,364,0,Authorised Serviced Apartment
45871634,Citadines Balestier Singapore - Studio Premier,366206953,Mei From Citadines Balestier,Central Region,Novena,1.32137,103.85349,Entire home/apt,289,1,0,,,3,358,0,Authorised Serviced Apartment
45871999,Lovely 3BR Apt in the Heart of Orchard Road,135298846,Karen,Central Region,River Valley,1.30172,103.83166,Entire home/apt,703,1,0,,,9,0,0,Authorised Serviced Apartment
45891734,Only 5-10 min to Orchard Road,18116565,Sue,Central Region,Queenstown,1.29196,103.80772,Entire home/apt,120,92,0,,,1,0,0,
45895673,CS S2 Central loft with private bath & kitchen,7095710,Elise,Central Region,Outram,1.28107,103.84795,Entire home/apt,105,92,12,2022-01-31,0.69,11,271,8,
45902566,Studio Apartment - Urban Living in Orchard,372124974,Karen,Central Region,Orchard,1.3006,103.84089,Entire home/apt,437,6,1,2020-11-13,0.06,9,214,0,Authorised Serviced Apartment
45918725,EXQUISITE 3BR SUITE W/D TERRACE@SENTOSA ISLAND,156409670,Tia,Central Region,Southern Islands,1.2502,103.82413,Entire home/apt,3850,92,0,,,190,364,0,
45945180,Beautiful1 br at Haig Road,238891646,Neha,Central Region,Marine Parade,1.30515,103.89854,Entire home/apt,200,90,0,,,90,364,0,Authorised Serviced Apartment
45948749,"400sq.ft., 1-BR CLOSE TO ORCHARD RD/CITY HALL",156409670,Tia,Central Region,River Valley,1.29666,103.83699,Entire home/apt,310,6,0,,,190,364,0,Authorised Serviced Apartment
45949989,"SPARKLING 1-BR, MINS TO ORCHARD, Singapore",156409670,Tia,Central Region,River Valley,1.29671,103.83711,Entire home/apt,306,6,0,,,190,364,0,Authorised Serviced Apartment
45960413,Delightful Studio Apartment in Orchard,372124974,Karen,Central Region,Orchard,1.30048,103.84149,Entire home/apt,328,6,0,,,9,147,0,Authorised Serviced Apartment
45961316,Stylish 2BR apartment in Orchard,372124974,Karen,Central Region,Orchard,1.30056,103.84139,Entire home/apt,605,6,0,,,9,214,0,Authorised Serviced Apartment
45961358,Charming 2BR Apartment in Orchard,372124974,Karen,Central Region,Orchard,1.3003,103.84143,Entire home/apt,454,6,1,2021-09-27,0.16,9,147,1,Authorised Serviced Apartment
45962405,Contemporary 2BR Apartment in Orchard,372124974,Karen,Central Region,Orchard,1.30047,103.8431,Entire home/apt,484,6,0,,,9,147,0,Authorised Serviced Apartment
45962495,Modern Studio Apartment in Orchard,372124974,Karen,Central Region,River Valley,1.2984,103.84087,Entire home/apt,350,6,0,,,9,147,0,Authorised Serviced Apartment
45962749,3BR Urban Living in Orchard,372124974,Karen,Central Region,Orchard,1.30065,103.84175,Entire home/apt,830,6,0,,,9,0,0,Authorised Serviced Apartment
45962895,Spacious 3BR Apartment in Orchard,372124974,Karen,Central Region,River Valley,1.29845,103.84129,Entire home/apt,664,6,0,,,9,0,0,Authorised Serviced Apartment
45963002,Contemporary 3BR Apartment in Orchard,372124974,Karen,Central Region,Museum,1.29899,103.84313,Entire home/apt,623,6,0,,,9,0,0,Authorised Serviced Apartment
45963685,In The Heart Of Orchard Next To MRT Somerset,31975096,Clarence,Central Region,River Valley,1.29557,103.83844,Entire home/apt,119,92,1,2022-02-16,0.73,1,303,1,
46000906,"2 Bedroom Apartment at Queenstown, Singapore",238891646,Neha,Central Region,Queenstown,1.29021,103.80631,Entire home/apt,443,3,0,,,90,364,0,Authorised Serviced Apartment
46028608,"HIGH-LIVING 1 BR in CENTRE OF CITY, ORCHARD",156409670,Tia,Central Region,Newton,1.30449,103.83822,Entire home/apt,495,92,0,,,190,364,0,
46057282,Comfy 2BR Apartment in Northeast Singapore,373313984,Randell,North-East Region,Hougang,1.37691,103.8791,Entire home/apt,460,6,0,,,6,218,0,Authorised Serviced Apartment
46057773,Cozy 2BR Apartment in Northeast Singapore,373313984,Randell,North-East Region,Hougang,1.37655,103.88002,Entire home/apt,368,6,0,,,6,214,0,Authorised Serviced Apartment
46057791,Serene 2BR Apartment in Northeast Singapore,373313984,Randell,North-East Region,Hougang,1.37499,103.87899,Entire home/apt,346,6,0,,,6,214,0,Authorised Serviced Apartment
46057942,Gem of the West 1BR APT 3 mins from Jurong E MRT,66406177,Jay,West Region,Jurong East,1.33663,103.74144,Entire home/apt,134,92,0,,,138,0,0,
46058102,2br cosy apt 3 mins walk to Jurong E. MRT,66406177,Jay,West Region,Jurong East,1.33694,103.74263,Entire home/apt,169,92,0,,,138,0,0,
46058249,Humble & Conveniently Located 1BR in Katong Area,66406177,Jay,Central Region,Marine Parade,1.30539,103.89791,Entire home/apt,106,92,0,,,138,0,0,
46058403,Pleasant&Comfy Studio Apartment in Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33049,103.8677,Entire home/apt,120,92,0,,,138,0,0,
46058588,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33177,103.86631,Entire home/apt,120,92,0,,,138,0,0,
46058773,Sleek & Modern 2BR APT 5 mins from Bishan MRT,66406177,Jay,Central Region,Bishan,1.35409,103.85006,Entire home/apt,153,92,1,2022-01-13,0.40,138,108,1,
46073890,Spacious 3BR Apartment in Northeast Singapore,373313984,Randell,North-East Region,Hougang,1.37525,103.88057,Entire home/apt,535,6,0,,,6,214,0,Authorised Serviced Apartment
46075495,3BR Family Apartment in Northeast Singapore,373313984,Randell,North-East Region,Hougang,1.37689,103.87992,Entire home/apt,428,6,1,2021-09-12,0.15,6,214,1,Authorised Serviced Apartment
46082396,Cozy Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28314,103.84535,Entire home/apt,88,92,0,,,76,90,0,
46108799,Stay in Northeast Singapore - 3BR Apartment,373313984,Randell,North-East Region,Hougang,1.37475,103.88005,Entire home/apt,401,6,0,,,6,214,0,Authorised Serviced Apartment
46110645,Condo Master Room with Private Bathroom @ Bt Timah,48437716,Tracey,West Region,Bukit Panjang,1.34882,103.77127,Private room,55,92,0,,,2,0,0,
46111040,Condo Common Room for rent @ Bukit Timah,48437716,Tracey,West Region,Bukit Panjang,1.34882,103.77249,Private room,37,92,0,,,2,0,0,
46144509,"Double Room with Window, 5 Hours: 4PM-9PM in Bugis",345145978,Low,Central Region,Downtown Core,1.29648,103.8571,Private room,88,1,13,2021-12-08,0.78,2,364,5,S0451
46144841,"Double Room with Window, 8 Hours:11PM-7AM in Bugis",238195069,Jo,Central Region,Downtown Core,1.29827,103.8576,Private room,80,1,4,2021-07-12,0.35,2,364,4,S0451
46145057,"Double Room with Window, 5 Hours: 9AM-2PM in Bugis",345145418,Wei,Central Region,Downtown Core,1.29635,103.85682,Private room,79,1,4,2021-11-13,0.24,2,364,2,S0451
46178304,"Somerset MRT, Orchard road, 313, Room Rental",374090763,Vui Hwan,Central Region,Newton,1.30642,103.84189,Private room,1300,92,0,,,1,365,0,
46224707,☀COSY STUDIO 一房室 APARTMENT 套间 @ KOVAN 高文,45877399,Zen,North-East Region,Hougang,1.36187,103.88205,Entire home/apt,100,92,0,,,47,365,0,
46224904,☀COSY STUDIO 一房室 APARTMENT 套间 @ KOVAN 高文,45877399,Zen,North-East Region,Hougang,1.36134,103.8821,Entire home/apt,78,92,0,,,47,365,0,
46232391,MASTER BEDROOM - DERBYSHIRE RD/CLOSE TO NOVENA MRT,138649185,Fiona,Central Region,Novena,1.31661,103.84695,Private room,100,90,0,,,223,364,0,Authorised Serviced Apartment
46266405,Citadines Balestier Singapore - 1Bedroom Executive,366206953,Mei From Citadines Balestier,Central Region,Novena,1.32071,103.85345,Entire home/apt,320,1,0,,,3,357,0,Authorised Serviced Apartment
46266507,Citadines Balestier Singapore - 1Bedroom Premier,366206953,Mei From Citadines Balestier,Central Region,Novena,1.32017,103.85177,Entire home/apt,341,1,0,,,3,361,0,Authorised Serviced Apartment
46286371,Cozy Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28336,103.84559,Entire home/apt,88,92,1,2021-09-03,0.14,76,90,1,
46321781,ONE BEDROOM APT WITH BALCONY/STUDY AREA- FORT ROAD,138649185,Fiona,Central Region,Marine Parade,1.30059,103.88561,Entire home/apt,450,7,0,,,223,364,0,Authorised Serviced Apartment
46322024,Cosy Loft Designed Room in a Condo | Pool |Parking,9624622,Catie,East Region,Bedok,1.3267,103.90846,Private room,50,92,10,2022-02-09,0.66,1,328,6,
46382569,"Nearby attractions, Bugis - Deluxe Double Room 01",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,125,1,2,2021-02-12,0.13,34,337,0,S0463
46383076,"Nearby attractions, Bugis - Deluxe Double Room 02",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,125,1,0,,,34,358,0,S0463
46383256,"Nearby attractions, Bugis - Deluxe Triple Room 01",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,8,2022-03-08,1.86,34,299,8,S0463
46383430,"Nearby attractions, Bugis - Deluxe Triple Room 02",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,0,,,34,365,0,S0463
46384314,"Nearby attractions, Bugis - Deluxe Triple Room 03",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,1,2021-12-01,0.25,34,365,1,S0463
46384410,"Nearby attractions, Bugis - Deluxe Triple Room 04",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,0,,,34,365,0,S0463
46384557,"Nearby attractions, Bugis - Deluxe Triple Room 05",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,9,2021-11-09,0.57,34,351,3,S0463
46384679,"Nearby attractions, Bugis - Deluxe Triple Room 06",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,0,,,34,365,0,S0463
46384841,"Nearby attractions, Bugis - Deluxe Triple Room 07",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,1,2022-01-01,0.34,34,347,1,S0463
46385053,"Nearby attractions, Bugis - Deluxe Triple Room 08",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,145,1,9,2021-12-25,0.58,34,357,6,S0463
46385159,"Nearby attractions, Bugis - Deluxe Quad Room 01",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,165,1,0,,,34,365,0,S0463
46385269,"Nearby attractions, Bugis - Deluxe Quad Room 02",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,165,1,3,2021-09-07,0.22,34,363,2,S0463
46385394,"Nearby attractions, Bugis - Deluxe Quad Room 03",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,165,1,2,2022-01-18,0.65,34,362,2,S0463
46385525,"Nearby attractions, Bugis - Deluxe Family Room 01",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,185,1,1,2020-12-26,0.07,34,348,0,S0463
46385713,"Nearby attractions, Bugis - Deluxe Family Room 02",374499296,Hotel,Central Region,Downtown Core,1.29749,103.85674,Private room,185,1,6,2021-11-18,0.39,34,319,3,S0463
46388294,MODERN 3BR IN THE VIBRANT WEST COAST DR.,156409670,Tia,West Region,Clementi,1.31455,103.7583,Entire home/apt,259,30,0,,,190,286,0,Authorised Serviced Apartment
46401004,PUNGGOL ROOM RENTAL,364340327,Lynn,North-East Region,Punggol,1.4058,103.89743,Private room,39,92,0,,,1,0,0,
46426570,Clean & Quiet Private Room nearby Subway & NUS,190532204,Gongping,Central Region,Queenstown,1.30729,103.78285,Shared room,25,92,0,,,1,0,0,
46446227,Cozy & Convenient Studio opposite Chinatown MRT,23722617,Alex,Central Region,Outram,1.28349,103.84562,Entire home/apt,83,92,4,2021-12-31,0.27,76,90,3,
46456107,"Masterbedroom with bathroom beside train, new reno",250308470,Ky,West Region,Bukit Panjang,1.37694,103.76786,Private room,70,92,0,,,1,364,0,
46473348,2BR Family Apartment in Robertson Quay,375833318,Angie,Central Region,River Valley,1.29247,103.84089,Entire home/apt,598,6,0,,,9,315,0,Authorised Serviced Apartment
46474181,Stay in Robertson Quay - 2 Bedroom Apartment,375833318,Angie,Central Region,Singapore River,1.29244,103.84253,Entire home/apt,478,6,0,,,9,247,0,Authorised Serviced Apartment
46475439,Serene 2BR Apartment at Robertson Quay,375833318,Angie,Central Region,Singapore River,1.29046,103.84247,Entire home/apt,448,6,0,,,9,247,0,Authorised Serviced Apartment
46475469,Fully furnished 2BR apt 5mins to Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.2763,103.84546,Entire home/apt,196,92,1,2020-12-15,0.06,138,0,0,
46475535,Comfy 3BR Apartment at Robertson Quay,375833318,Angie,Central Region,River Valley,1.29191,103.84025,Entire home/apt,769,6,0,,,9,307,0,Authorised Serviced Apartment
46475821,Explore Fort Canning - 3BR Apartment,375833318,Angie,Central Region,River Valley,1.29197,103.84052,Entire home/apt,615,6,0,,,9,248,0,Authorised Serviced Apartment
46475943,3BR Family Apartment in Robertson Quay,375833318,Angie,Central Region,River Valley,1.29225,103.84032,Entire home/apt,577,6,0,,,9,248,0,Authorised Serviced Apartment
46476119,Studio Apartment in Robertson Quay,375833318,Angie,Central Region,Singapore River,1.2904,103.84162,Entire home/apt,426,6,0,,,9,316,0,Authorised Serviced Apartment
46476300,Studio Apartment near Fort Canning,375833318,Angie,Central Region,Singapore River,1.29222,103.84234,Entire home/apt,342,6,0,,,9,248,0,Authorised Serviced Apartment
46476407,Cozy Studio Apartment in Robertson Quay,375833318,Angie,Central Region,Singapore River,1.29093,103.84029,Entire home/apt,320,6,0,,,9,248,0,Authorised Serviced Apartment
46482752,Cozy Studio at Meyappa Chattier Road,238891646,Neha,Central Region,Toa Payoh,1.33003,103.86728,Entire home/apt,170,90,0,,,90,271,0,Authorised Serviced Apartment
46491972,1 bedroom Studio unit near Orchard,33096269,E C,Central Region,Tanglin,1.29404,103.82651,Entire home/apt,200,92,7,2022-02-02,0.51,6,364,6,
46495019,COSY STUDIO 一房一厅 APARTMENT 套间 @ FARRER PARK 花拉公园,45877399,Zen,Central Region,Kallang,1.31477,103.857,Entire home/apt,100,92,0,,,47,365,0,
46541284,cozy room fully Facilities 2mins to MRT(subway),376374093,John,Central Region,Kallang,1.32185,103.86491,Private room,81,93,0,,,3,0,0,
46541439,FRANCH WINDOW LARGE ROOM WITH PRIVATE BATHROOM,376374093,John,Central Region,Rochor,1.30099,103.84976,Private room,81,93,0,,,3,0,0,
46575990,check it out you will be amazed,376374093,John,Central Region,Rochor,1.30097,103.85176,Private room,67,93,0,,,3,0,0,
46589101,Beautiful 3 bedroom Apartment at Jurong East,238891646,Neha,West Region,Jurong East,1.33596,103.74445,Entire home/apt,450,30,0,,,90,364,0,Authorised Serviced Apartment
46589112,ROOM. Short Term Avail. PM HOST. Chinatown MRT,24997642,Regina & Co.,Central Region,Outram,1.28594,103.84457,Private room,70,92,10,2022-02-01,0.65,5,270,5,
46589304,Large 3BR Apartment near West Coast Plaza,376693750,Randell,West Region,Clementi,1.30449,103.76522,Entire home/apt,257,90,0,,,1,365,0,Authorised Serviced Apartment
46590239,Modern 1BR Apartment in West Coast,376700307,Randell,West Region,Clementi,1.29869,103.76417,Entire home/apt,426,6,0,,,6,30,0,Authorised Serviced Apartment
46590765,2BR Family Apartment in West Coast,376700307,Randell,West Region,Clementi,1.30016,103.76376,Entire home/apt,598,6,0,,,6,30,0,Authorised Serviced Apartment
46591065,Tranquil 2BR Apartment near West Coast Park,376700307,Randell,West Region,Clementi,1.29995,103.76604,Entire home/apt,442,6,0,,,6,30,0,Authorised Serviced Apartment
46605955,Recharge with us - 2BR Apartment in the West,376700307,Randell,West Region,Clementi,1.29996,103.76571,Entire home/apt,478,6,0,,,6,30,0,Authorised Serviced Apartment
46606151,Comfy 1BR Apartment near West Coast Park,376700307,Randell,West Region,Clementi,1.29834,103.76583,Entire home/apt,320,6,0,,,6,30,0,Authorised Serviced Apartment
46606472,1BR Apartment in the West,376700307,Randell,West Region,Clementi,1.29869,103.76415,Entire home/apt,342,6,0,,,6,30,0,Authorised Serviced Apartment
46608047,☀COSY 1BR 一房一厅 CONDOMINIUM 公寓 @ DHOBY GHUAT 多美歌,45877399,Zen,Central Region,Rochor,1.30174,103.84593,Entire home/apt,95,92,0,,,47,365,0,
46615918,QUAINT & COSY STUDIO NEAR LOCAL CAFES-BUONA VISTA,138649185,Fiona,Central Region,Queenstown,1.28536,103.78664,Entire home/apt,120,90,0,,,223,364,0,Authorised Serviced Apartment
46669109,Spacious and beautiful 3 bedroom at Clementi,238891646,Neha,North Region,Central Water Catchment,1.351,103.81921,Entire home/apt,450,30,1,2021-02-28,0.08,90,364,0,Authorised Serviced Apartment
46683340,"Walk to Mt.Elizabeth Novena, SPLENDID 2BR-1BATH",156409670,Tia,Central Region,Novena,1.32414,103.8469,Entire home/apt,460,6,0,,,190,364,0,Authorised Serviced Apartment
46684152,"Walk to Mt.Elizabeth Novena, Splendid 2BR-2BATH",156409670,Tia,Central Region,Novena,1.32604,103.84534,Entire home/apt,500,6,0,,,190,364,0,Authorised Serviced Apartment
46684451,"500 M to JURONG EAST MRT, 3BR SPACE",156409670,Tia,West Region,Jurong East,1.33632,103.74319,Entire home/apt,260,30,0,,,190,364,0,Authorised Serviced Apartment
46685647,WEST COAST WALK 3-BR / 4-MINS TO BUS-STOP,156409670,Tia,West Region,Clementi,1.30987,103.7619,Entire home/apt,260,30,0,,,190,364,0,Authorised Serviced Apartment
46686166,"Walk to Mt.Elizabeth Novena, SPLENDID 2BR-1BATH",138649185,Fiona,Central Region,Novena,1.32389,103.8475,Entire home/apt,410,6,0,,,223,365,0,Authorised Serviced Apartment
46686341,"Walk to Mt.Elizabeth Novena, SPLENDID 2BR-2BATH",138649185,Fiona,Central Region,Novena,1.32417,103.84534,Entire home/apt,535,6,0,,,223,361,0,Authorised Serviced Apartment
46698429,WEST COAST WALK 3-BR / 4-MINS TO BUS-STOP,138649185,Fiona,West Region,Clementi,1.30919,103.76177,Entire home/apt,255,30,1,2021-02-24,0.08,223,364,0,Authorised Serviced Apartment
46698961,"500 M to JURONG EAST MRT, 3BR SPACE",138649185,Fiona,West Region,Jurong East,1.3349,103.74079,Entire home/apt,255,30,0,,,223,364,0,Authorised Serviced Apartment
46742348,TRANQUIL 3 BEDROOM APARTMENT AT WEST COAST VALE,138649185,Fiona,West Region,Clementi,1.31957,103.75224,Entire home/apt,255,30,0,,,223,364,0,Authorised Serviced Apartment
46744465,TRANQUIL 3 BEDROOM APARTMENT AT WEST COAST VALE,156409670,Tia,West Region,Clementi,1.32151,103.75245,Entire home/apt,255,26,0,,,190,364,0,Authorised Serviced Apartment
46753244,Nice 6-Bed Family Room at Vintage Inn @Clarke Quay,337002310,Zuzu,Central Region,Singapore River,1.28708,103.84827,Private room,162,92,0,,,14,0,0,
46753575,Cozy 4-Bed Family Room at Vintage Inn @Clarke Quay,337002310,Zuzu,Central Region,Singapore River,1.28658,103.84776,Private room,108,92,0,,,14,0,0,
46753844,Lovely 1-Bed in 14-Bed Dorm at Vintage Inn,337002310,Zuzu,Central Region,Singapore River,1.28866,103.84614,Private room,29,92,1,2021-11-27,0.25,14,351,1,
46753952,1-Bed in 18-Bed Dorm at Vintage Inn @Clarke Quay,337002310,Zuzu,Central Region,Singapore River,1.28798,103.84833,Private room,27,92,0,,,14,351,0,
46753992,Modern 1-Bed in 4-Bed Dorm at Vintage Inn,337002310,Zuzu,Central Region,Singapore River,1.28816,103.84638,Private room,33,92,0,,,14,312,0,
46754040,Clean 1-Bed at Female Dorm at Vintage Inn,337002310,Zuzu,Central Region,Singapore River,1.28634,103.84815,Private room,31,92,0,,,14,351,0,
46754088,Cozy 1-Bed in 6-Bed Dorm at Vintage Inn,337002310,Zuzu,Central Region,Singapore River,1.28828,103.84802,Private room,31,92,0,,,14,349,0,
46754912,Nice 1-Single Caps @ Vintage Boutique @Litte India,337002310,Zuzu,Central Region,Rochor,1.3077,103.85037,Shared room,50,92,0,,,14,365,0,
46755062,Cozy 1-Double Caps @Vintage Boutique @Little India,337002310,Zuzu,Central Region,Rochor,1.30746,103.85228,Shared room,53,92,0,,,14,365,0,
